,1st Flr SF,2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Roof Matl,Roof Style,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,set,sf,target
108,1287,604,0,3,1Fam,2,2,0.0,1.0,3,491.0,687.0,46.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,2,1,PConc,3,5,678.0,2.0,2,1,2,Attchd,1978.0,1891,0,GasA,2,1.5Fin,1,2,Lvl,1,18837,Inside,68.36301950805768,1,0,50,RL,0.0,None,4,NWAmes,69,2,2,2,CompShg,Gable,WD ,0,Pave,3,1224.0,4,0,1978,1978,2010,test,3115.0,172412.50689831373
109,1921,0,0,4,Duplex,2,1,0.0,0.0,2,1921.0,0.0,0.0,1,1,Y,Feedr,Feedr,SBrkr,0,2,2,BrkFace,BrkFace,0,0,CBlock,2,5,576.0,2.0,2,1,2,Detchd,1964.0,1921,0,GasA,2,1Story,2,2,Lvl,1,11136,Corner,120.0,2,0,90,RL,0.0,None,7,Sawyer,180,2,2,2,CompShg,Gable,WD ,0,Pave,3,1921.0,4,0,1964,1964,2006,test,3842.0,172412.50689831373
110,1832,0,0,4,Duplex,2,1,2.0,0.0,2,1128.0,704.0,0.0,3,1,N,Norm,Norm,SBrkr,0,1,1,Plywood,Plywood,0,0,CBlock,2,5,0.0,0.0,0,0,0,none,,1832,0,GasA,2,1Story,2,2,Lvl,1,10773,Inside,72.0,2,0,90,RL,72.0,BrkFace,5,Sawyer,58,1,2,2,Tar&Grv,Gable,WD ,0,Pave,3,1832.0,4,0,1967,1967,2010,test,3664.0,172412.50689831373
111,1434,0,0,4,1Fam,2,1,1.0,0.0,2,590.0,844.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,Plywood,Plywood,3,1,CBlock,2,5,528.0,2.0,2,1,2,Attchd,1974.0,1434,0,GasA,2,1Story,1,2,Lvl,1,10200,Inside,85.0,2,0,20,RL,440.0,BrkFace,6,NAmes,21,2,2,2,CompShg,Hip,WD ,0,Pave,3,1434.0,4,80,1974,1974,2009,test,2868.0,172412.50689831373
112,1058,816,0,3,1Fam,2,1,0.0,0.0,3,1058.0,0.0,0.0,1,1,Y,RRNn,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,588.0,2.0,2,2,2,Attchd,2000.0,1874,1,GasA,3,2Story,1,3,Lvl,1,7500,Inside,68.36301950805768,2,0,60,FV,0.0,None,3,Somerst,134,2,3,2,CompShg,Gable,WD ,0,Pave,3,1058.0,4,0,2000,2001,2009,test,2932.0,172412.50689831373
113,1382,0,0,1,1Fam,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,SBrkr,0,2,2,Stucco,Wd Sdng,2,1,Slab,2,4,384.0,1.0,2,1,2,Attchd,1957.0,1382,0,GasA,3,SLvl,1,2,Lvl,1,11800,Inside,76.0,2,0,80,RM,0.0,None,5,OldTown,40,3,2,2,CompShg,Gable,WD ,0,Pave,2,0.0,4,0,1949,2002,2007,test,1382.0,172412.50689831373
114,1140,0,0,3,1Fam,2,1,0.0,0.0,3,1140.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,PConc,1,5,0.0,0.0,0,0,0,none,,1140,0,GasA,3,1Story,1,2,Lvl,1,17217,Inside,90.0,2,0,20,RL,0.0,None,7,Mitchel,56,2,2,2,CompShg,Gable,WD ,0,Pave,2,1140.0,4,36,2006,2006,2006,test,2280.0,172412.50689831373
115,1494,0,0,3,1Fam,2,4,1.0,0.0,3,39.0,1443.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,1,1,PConc,2,5,514.0,2.0,2,1,2,Attchd,1998.0,1494,0,GasA,3,1Story,1,3,Low,1,16196,Inside,68.36301950805768,4,0,20,RL,0.0,None,8,SawyerW,25,2,3,2,CompShg,Gable,WD ,0,Pave,2,1482.0,4,402,1998,1998,2007,test,2976.0,172412.50689831373
116,1831,1796,0,4,1Fam,2,4,1.0,0.0,3,543.0,1387.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,2,1,PConc,3,5,807.0,3.0,2,2,2,Attchd,1995.0,3627,1,GasA,3,2Story,1,3,Lvl,1,35760,CulDSac,118.0,1,0,60,RL,1378.0,BrkFace,7,NoRidge,76,2,3,2,CompShg,Hip,WD ,0,Pave,4,1930.0,4,361,1995,1996,2006,test,5557.0,172412.50689831373
117,1032,780,0,4,2fmCon,2,1,0.0,0.0,3,360.0,0.0,0.0,1,1,Y,Feedr,Norm,SBrkr,40,3,2,Wd Sdng,Wd Sdng,1,1,BrkTil,2,5,672.0,2.0,2,1,2,Detchd,1999.0,1812,0,GasA,3,2Story,2,3,Lvl,1,7630,Inside,76.0,2,0,190,RM,0.0,None,5,OldTown,0,3,2,0,CompShg,Gable,WD ,0,Pave,3,360.0,4,344,1900,1996,2010,test,2172.0,172412.50689831373
118,630,672,0,3,TwnhsE,2,1,0.0,0.0,2,630.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,2,5,440.0,2.0,2,1,2,Detchd,1970.0,1302,1,GasA,2,2Story,1,2,Lvl,1,2016,Inside,24.0,2,0,160,RM,304.0,BrkFace,4,BrDale,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,630.0,4,0,1970,1970,2007,test,1932.0,172412.50689831373
119,1720,0,0,3,1Fam,2,4,1.0,0.0,3,616.0,1104.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,846.0,3.0,2,1,2,Attchd,2008.0,1720,0,GasA,3,1Story,1,3,Lvl,1,10816,Inside,65.0,1,0,20,RL,364.0,Stone,11,CollgCr,104,2,3,2,CompShg,Gable,WD ,0,Pave,3,1720.0,4,208,2008,2008,2009,test,3440.0,172412.50689831373
120,926,678,0,3,1Fam,2,1,0.0,0.0,2,324.0,602.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,3,1,PConc,2,5,470.0,2.0,2,2,2,Attchd,1998.0,1604,1,GasA,3,2Story,1,3,Lvl,1,9978,Inside,78.0,1,0,60,RL,20.0,BrkFace,6,Gilbert,36,2,2,2,CompShg,Gable,WD ,0,Pave,3,926.0,4,360,1998,1998,2010,test,2530.0,172412.50689831373
121,1966,0,0,1,1Fam,2,3,1.0,0.0,3,394.0,1572.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,CemntBd,CmentBd,3,1,PConc,2,5,1092.0,3.0,2,2,2,Attchd,2007.0,1966,0,GasA,3,1Story,1,3,Lvl,1,12291,Inside,98.0,1,0,20,RL,754.0,BrkFace,10,Somerst,52,2,3,2,CompShg,Hip,New,0,Pave,2,1966.0,4,76,2007,2007,2007,test,3932.0,172412.50689831373
122,1120,850,0,3,1Fam,2,2,0.0,0.0,3,1085.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,753.0,3.0,2,2,2,BuiltIn,2006.0,1970,1,GasA,3,2Story,1,3,Lvl,1,11065,Inside,86.0,1,0,60,RL,788.0,Stone,10,NridgHt,74,2,3,2,CompShg,Gable,New,0,Pave,3,1085.0,4,177,2006,2006,2006,test,3055.0,172412.50689831373
123,1714,0,0,2,TwnhsE,2,4,1.0,0.0,3,523.0,1191.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,3,1,PConc,2,5,517.0,2.0,2,2,2,Attchd,2005.0,1714,0,GasA,3,1Story,1,3,HLS,1,8147,Inside,60.0,2,0,120,RL,230.0,BrkFace,8,StoneBr,55,2,3,2,CompShg,Hip,WD ,0,Pave,3,1714.0,4,156,2005,2005,2006,test,3428.0,172412.50689831373
124,794,676,0,3,1Fam,2,3,0.0,1.0,3,612.0,182.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,PConc,2,5,388.0,2.0,2,2,2,Attchd,1997.0,1470,0,GasA,3,2Story,1,2,Lvl,1,13869,Corner,68.36301950805768,3,0,60,RL,0.0,None,7,Gilbert,75,2,2,2,CompShg,Gable,WD ,0,Pave,2,794.0,4,0,1997,1997,2007,test,2264.0,172412.50689831373
125,954,795,0,5,1Fam,1,1,1.0,0.0,2,795.0,0.0,0.0,1,1,N,Norm,Norm,SBrkr,0,2,3,Wd Sdng,Wd Sdng,0,0,PConc,1,5,440.0,1.0,3,1,2,Detchd,1997.0,2230,0,GasA,2,2.5Fin,1,2,Bnk,1,6204,Inside,60.0,2,481,75,RL,0.0,None,3,SWISU,188,2,2,2,CompShg,Gable,WD ,0,Pave,4,795.0,4,0,1912,1950,2006,test,3025.0,172412.50689831373
126,1414,917,0,3,1Fam,2,3,1.0,0.0,3,165.0,1249.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,CemntBd,CmentBd,3,1,PConc,2,5,1003.0,3.0,2,2,2,BuiltIn,2005.0,2331,1,GasA,3,2Story,1,3,Lvl,1,12151,Inside,102.0,1,0,60,RL,368.0,BrkFace,8,NridgHt,63,2,3,2,CompShg,Gable,WD ,0,Pave,3,1414.0,4,192,2005,2005,2008,test,3745.0,172412.50689831373
127,864,0,0,3,1Fam,2,2,0.0,0.0,2,504.0,360.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,3,2,MetalSd,MetalSd,0,0,CBlock,1,5,288.0,1.0,2,1,2,Attchd,1972.0,864,0,GasA,3,1Story,1,2,Lvl,1,9560,Corner,120.0,1,0,20,RL,0.0,None,6,CollgCr,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,864.0,4,0,1972,1972,2006,test,1728.0,172412.50689831373
128,1008,0,0,2,1Fam,2,1,1.0,0.0,2,365.0,643.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,1,5,240.0,1.0,2,1,2,Attchd,1953.0,1008,0,GasA,3,1Story,1,3,Lvl,1,8923,Inside,66.0,2,0,20,RL,0.0,None,5,NAmes,18,3,2,2,CompShg,Gable,WD ,0,Pave,2,1008.0,4,0,1953,2006,2007,test,2016.0,172412.50689831373
129,565,651,0,3,1Fam,2,1,1.0,0.0,2,497.0,68.0,0.0,3,1,Y,Feedr,Norm,SBrkr,180,3,2,AsbShng,AsbShng,3,1,BrkTil,1,5,355.0,1.0,2,1,1,BuiltIn,1920.0,1216,0,GasA,2,1.5Fin,1,2,Lvl,1,5520,FR2,60.0,1,0,50,RM,0.0,None,4,BrkSide,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,565.0,4,0,1920,1997,2008,test,1781.0,172412.50689831373
130,1530,0,0,3,1Fam,2,3,0.0,0.0,3,1530.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,984.0,3.0,2,1,2,Attchd,2008.0,1530,0,GasA,3,1Story,1,3,Lvl,1,12606,Inside,112.0,1,0,20,FV,120.0,Stone,5,Somerst,136,2,3,2,CompShg,Gable,WD ,0,Pave,3,1530.0,4,212,2007,2008,2009,test,3060.0,172412.50689831373
131,1025,0,0,3,1Fam,2,3,0.0,0.0,3,513.0,502.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,2,VinylSd,VinylSd,1,1,CBlock,2,5,370.0,2.0,2,1,2,Detchd,1979.0,1025,0,GasA,2,SLvl,1,2,Lvl,1,8660,Inside,59.0,1,0,80,RL,113.0,BrkFace,7,CollgCr,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,1015.0,4,127,1976,1976,2007,test,2040.0,172412.50689831373
132,943,695,0,3,1Fam,2,4,1.0,0.0,3,115.0,828.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,2,2,PConc,2,5,472.0,2.0,2,2,2,Attchd,1998.0,1638,1,GasA,3,2Story,1,2,Lvl,1,9042,Inside,59.0,1,0,60,RL,0.0,None,7,Gilbert,38,2,2,2,CompShg,Gable,WD ,0,Pave,3,943.0,4,100,1998,1998,2008,test,2581.0,172412.50689831373
133,720,720,0,4,1Fam,3,1,0.0,0.0,2,0.0,267.0,453.0,2,3,Y,Norm,Norm,SBrkr,0,3,2,HdBoard,HdBoard,2,2,CBlock,1,5,480.0,2.0,2,1,2,Attchd,1968.0,1440,1,GasA,3,2Story,1,2,Lvl,1,11227,Inside,86.0,2,0,60,RL,0.0,None,3,Sawyer,38,2,2,2,CompShg,Gable,WD ,0,Pave,3,720.0,4,192,1968,1968,2010,test,2160.0,172412.50689831373
134,1128,0,0,2,1Fam,2,4,1.0,0.0,2,136.0,944.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,3,1,CBlock,1,5,315.0,1.0,2,1,2,Attchd,1966.0,1128,0,GasA,3,SFoyer,1,3,Lvl,1,11380,Inside,75.0,1,0,85,RL,216.0,BrkFace,1,NAmes,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,1080.0,4,238,1966,2008,2010,test,2208.0,172412.50689831373
135,757,792,0,3,Twnhs,2,1,1.0,0.0,3,194.0,550.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,0,0,PConc,2,5,440.0,2.0,2,1,2,Detchd,1999.0,1549,1,GasA,3,2Story,1,2,Lvl,1,2280,Inside,24.0,2,0,160,FV,216.0,Stone,4,Somerst,32,2,2,2,CompShg,Gable,WD ,0,Pave,2,744.0,4,0,1999,1999,2008,test,2293.0,172412.50689831373
136,1225,908,0,4,1Fam,2,1,1.0,0.0,3,850.0,426.0,252.0,3,2,Y,Norm,Norm,SBrkr,86,3,3,Wd Sdng,Wd Sdng,2,2,BrkTil,1,5,312.0,1.0,2,1,2,Attchd,1941.0,2133,1,GasA,3,1.5Fin,1,2,Lvl,1,10452,Inside,78.0,1,0,50,RL,371.0,BrkFace,7,Crawfor,0,2,3,2,CompShg,Gable,WD ,0,Pave,3,1528.0,4,0,1941,1985,2010,test,3661.0,172412.50689831373
137,1369,0,0,3,1Fam,2,1,0.0,0.0,3,1369.0,0.0,0.0,1,1,Y,Feedr,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,605.0,2.0,2,1,2,Attchd,2007.0,1369,0,GasA,3,1Story,1,3,Lvl,1,9910,Inside,75.0,2,0,20,RL,0.0,None,9,Somerst,203,2,3,2,CompShg,Gable,New,0,Pave,2,1369.0,4,0,2007,2007,2007,test,2738.0,172412.50689831373
138,1114,0,0,3,1Fam,2,1,0.0,0.0,3,1114.0,0.0,0.0,1,1,Y,RRAe,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,1,5,576.0,2.0,2,1,2,Detchd,2005.0,1114,1,GasA,3,1Story,1,3,Lvl,1,13072,Inside,63.0,2,0,20,RL,0.0,None,5,SawyerW,102,2,3,2,CompShg,Gable,WD ,0,Pave,2,1114.0,4,248,2004,2005,2009,test,2228.0,172412.50689831373
139,1302,0,0,1,Twnhs,2,3,1.0,0.0,3,436.0,866.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,1,5,631.0,2.0,2,1,2,Attchd,2005.0,1302,1,GasA,3,1Story,1,3,Lvl,1,3901,Inside,34.0,2,0,120,RL,182.0,Stone,8,NridgHt,50,2,2,2,CompShg,Gable,New,0,Pave,2,1302.0,4,110,2005,2006,2007,test,2604.0,172412.50689831373
140,816,0,0,2,1Fam,2,1,1.0,0.0,3,220.0,596.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,1,5,264.0,1.0,2,2,2,Attchd,1983.0,816,0,GasA,2,1Story,1,2,Lvl,1,11625,Inside,65.0,1,0,20,RL,0.0,None,5,Mitchel,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,816.0,4,330,1983,1983,2007,test,1632.0,172412.50689831373
141,1381,0,0,3,1Fam,2,1,1.0,0.0,2,179.0,982.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Plywood,Plywood,2,1,CBlock,1,5,676.0,2.0,2,1,2,Attchd,1972.0,1381,1,GasA,2,1Story,1,3,Lvl,1,9360,Inside,78.0,2,0,20,RL,0.0,None,3,NWAmes,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,1161.0,4,0,1972,2006,2010,test,2542.0,172412.50689831373
142,1078,0,0,2,1Fam,2,2,1.0,0.0,2,0.0,49.0,1029.0,3,2,Y,Norm,Norm,FuseA,112,2,2,MetalSd,MetalSd,0,0,CBlock,1,5,240.0,1.0,2,1,2,Attchd,1950.0,1078,0,GasA,3,1Story,1,3,Lvl,1,9717,Inside,68.0,2,0,20,RL,0.0,None,4,NAmes,0,2,2,2,CompShg,Hip,WD ,0,Pave,2,1078.0,4,366,1950,1996,2010,test,2156.0,172412.50689831373
143,756,713,0,3,1Fam,2,1,0.0,0.0,2,756.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,239,2,2,MetalSd,MetalSd,0,0,CBlock,1,5,216.0,1.0,2,1,2,Detchd,1906.0,1469,0,GasA,3,1.5Fin,1,2,Lvl,1,10320,Inside,60.0,2,0,50,RM,0.0,None,6,IDOTRR,0,3,2,2,CompShg,Gable,WD ,0,Pave,3,756.0,4,57,1906,1995,2008,test,2225.0,172412.50689831373
144,1474,0,0,3,1Fam,2,1,0.0,0.0,2,1632.0,0.0,0.0,1,1,Y,Feedr,Norm,FuseA,144,2,2,BrkFace,BrkFace,3,2,CBlock,1,3,495.0,2.0,2,1,2,Attchd,1952.0,1474,0,GasA,2,1Story,1,2,Bnk,1,31220,FR2,68.36301950805768,1,0,20,RL,0.0,None,5,Gilbert,0,1,2,2,CompShg,Hip,WD ,0,Pave,3,1632.0,3,0,1952,1952,2008,test,3106.0,172412.50689831373
145,929,208,0,4,1Fam,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,SBrkr,0,3,2,MetalSd,MetalSd,0,0,Slab,1,3,0.0,0.0,0,0,0,none,,1137,1,GasA,3,1.5Fin,1,2,Lvl,1,8050,Inside,57.0,2,0,50,RL,0.0,None,4,Edwards,0,3,2,2,CompShg,Gable,WD ,0,Pave,3,0.0,4,0,1947,1993,2008,test,1137.0,172412.50689831373
146,960,1000,0,4,Duplex,2,1,0.0,0.0,2,960.0,0.0,0.0,1,1,Y,Artery,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,2,5,400.0,2.0,2,1,2,Detchd,1952.0,1960,0,GasA,3,2Story,2,2,Lvl,1,7596,Inside,60.0,2,0,90,RM,360.0,BrkFace,7,OldTown,0,2,2,0,CompShg,Hip,COD,0,Pave,4,960.0,4,0,1952,1952,2009,test,2920.0,172412.50689831373
147,1048,720,0,3,1Fam,2,1,0.0,0.0,2,1048.0,0.0,0.0,1,1,Y,Norm,Norm,FuseA,150,2,2,MetalSd,MetalSd,0,0,PConc,2,5,576.0,2.0,1,1,1,Detchd,1930.0,1768,0,GasA,3,2Story,1,2,Lvl,1,8094,Inside,57.0,2,0,70,RM,0.0,None,6,OldTown,0,2,2,2,CompShg,Gable,WD ,0,Pave,3,1048.0,4,0,1915,1950,2009,test,2816.0,172412.50689831373
148,689,703,0,3,1Fam,2,1,0.0,0.0,3,311.0,378.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,1,5,299.0,1.0,2,2,2,Attchd,1977.0,1392,1,GasA,3,2Story,1,2,Lvl,1,10900,FR2,68.36301950805768,1,0,60,RL,153.0,BrkFace,3,CollgCr,36,3,2,2,CompShg,Gable,WD ,0,Pave,2,689.0,4,0,1977,1977,2010,test,2081.0,172412.50689831373
149,432,432,0,3,1Fam,1,2,0.0,0.0,1,592.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,160,2,2,MetalSd,MetalSd,0,0,Stone,1,3,216.0,1.0,1,1,1,Detchd,1920.0,864,1,GasA,3,2Story,1,1,Bnk,1,9000,Inside,60.0,2,0,70,C (all),0.0,None,6,IDOTRR,30,2,2,0,CompShg,Gable,WD ,0,Grvl,2,592.0,4,0,1920,1950,2008,test,1456.0,172412.50689831373
150,1740,0,0,2,1Fam,2,2,0.0,0.0,3,1619.0,121.0,0.0,1,1,Y,Norm,Norm,SBrkr,218,2,3,BrkFace,BrkFace,0,0,CBlock,1,5,540.0,2.0,2,1,2,Attchd,1981.0,1740,1,GasA,2,1Story,1,3,Lvl,1,15417,Inside,110.0,2,0,20,RL,0.0,None,6,Veenker,20,2,3,2,CompShg,Gable,WD ,0,Pave,3,1740.0,4,228,1981,1981,2009,test,3480.0,172412.50689831373
151,860,860,0,3,1Fam,2,1,0.0,0.0,3,860.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,565.0,2.0,2,1,2,Attchd,2004.0,1720,1,GasA,3,2Story,1,3,Lvl,1,11645,Corner,89.0,1,0,60,RL,0.0,None,8,CollgCr,70,2,3,2,CompShg,Gable,WD ,0,Pave,3,860.0,4,0,2004,2004,2006,test,2580.0,172412.50689831373
152,988,638,0,3,1Fam,2,1,0.0,0.0,2,497.0,491.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,1,5,332.0,1.0,2,1,2,Attchd,1954.0,1626,1,GasA,3,1.5Fin,1,3,Lvl,1,10512,Inside,70.0,2,0,50,RL,0.0,None,5,Edwards,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,988.0,4,366,1954,1954,2007,test,2614.0,172412.50689831373
153,1088,110,0,4,1Fam,2,1,0.0,0.0,2,901.0,0.0,0.0,1,1,Y,Feedr,Norm,SBrkr,0,2,2,MetalSd,MetalSd,0,0,BrkTil,1,5,0.0,0.0,0,0,0,none,,1198,0,GasA,3,1.5Fin,1,2,Bnk,1,5586,Inside,60.0,1,0,50,RM,0.0,None,9,OldTown,98,3,2,0,CompShg,Gable,ConLD,0,Pave,3,901.0,4,0,1920,1998,2008,test,2099.0,172412.50689831373
154,900,0,0,3,1Fam,2,3,1.0,0.0,2,95.0,769.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,1,1,CBlock,1,5,288.0,1.0,2,1,2,Attchd,1967.0,900,0,GasA,2,SFoyer,1,2,Lvl,1,7838,Inside,68.0,2,0,85,RL,0.0,None,12,NAmes,144,2,2,2,CompShg,Gable,WD ,0,Pave,2,864.0,4,175,1967,1967,2006,test,1764.0,172412.50689831373
155,792,0,0,2,1Fam,2,1,0.0,0.0,2,768.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,120,2,3,VinylSd,VinylSd,0,0,BrkTil,1,5,240.0,1.0,1,1,1,Detchd,1924.0,792,0,GasA,3,1Story,1,3,Lvl,1,9022,Inside,52.0,2,0,30,RL,0.0,None,5,OldTown,0,3,2,0,CompShg,Gable,WD ,0,Pave,2,768.0,4,316,1924,2006,2009,test,1560.0,172412.50689831373
156,1098,0,0,3,1Fam,2,1,1.0,0.0,2,196.0,902.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,1,5,260.0,1.0,2,1,2,Attchd,1955.0,1098,0,GasA,2,1Story,1,2,Lvl,1,7390,Inside,68.36301950805768,1,0,20,RL,151.0,BrkFace,7,NAmes,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,1098.0,4,0,1955,1955,2008,test,2196.0,172412.50689831373
157,546,546,0,3,TwnhsE,2,1,0.0,0.0,2,546.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,CemntBd,CmentBd,0,0,CBlock,1,5,0.0,0.0,0,0,0,none,,1092,1,GasA,3,2Story,1,2,Lvl,1,1900,Inside,21.0,2,0,160,RM,0.0,None,6,MeadowV,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,546.0,4,0,1970,1970,2010,test,1638.0,172412.50689831373
158,936,0,219,2,1Fam,2,1,1.0,0.0,2,63.0,873.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,CBlock,1,5,315.0,1.0,2,1,2,Attchd,1957.0,936,0,GasA,2,1Story,1,3,Lvl,1,8760,Inside,73.0,2,0,20,RL,0.0,None,9,NAmes,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,936.0,4,0,1957,1999,2007,test,1872.0,172412.50689831373
159,912,1215,0,4,1Fam,2,2,1.0,0.0,3,422.0,48.0,634.0,2,3,Y,Norm,Norm,SBrkr,224,2,3,HdBoard,HdBoard,2,1,PConc,2,5,833.0,3.0,2,1,2,Attchd,1991.0,2127,1,GasA,3,2Story,1,3,Lvl,1,13125,Corner,103.0,1,0,60,RL,0.0,None,11,SawyerW,192,2,3,2,CompShg,Gable,WD ,0,Pave,3,1104.0,4,72,1991,1991,2007,test,3231.0,172412.50689831373
160,1055,1208,0,3,1Fam,2,1,0.0,0.0,3,1055.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,905.0,2.0,2,2,2,BuiltIn,2001.0,2263,1,GasA,3,2Story,1,3,Lvl,1,9240,Inside,68.36301950805768,2,0,60,RL,396.0,BrkFace,9,CollgCr,45,2,3,2,CompShg,Gable,WD ,189,Pave,3,1055.0,4,0,2001,2002,2008,test,3318.0,172412.50689831373
161,1493,0,0,3,1Fam,2,4,1.0,0.0,3,484.0,994.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,2,1,PConc,2,5,508.0,2.0,2,2,2,Attchd,1997.0,1493,0,GasA,3,1Story,1,3,Lvl,2,13125,Inside,75.0,2,0,20,RL,215.0,BrkFace,4,CollgCr,39,2,2,2,CompShg,Gable,WD ,0,Pave,3,1478.0,4,140,1997,1998,2008,test,2971.0,172412.50689831373
162,768,432,0,3,1Fam,2,1,0.0,0.0,2,416.0,352.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,0,0,CBlock,1,5,240.0,1.0,2,1,2,Detchd,1946.0,1200,0,GasA,3,1.5Fin,1,2,Lvl,1,11767,Inside,70.0,2,0,50,RL,0.0,None,5,Edwards,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,768.0,4,0,1946,1995,2008,test,1968.0,172412.50689831373
